,name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,Total Power,area,fps_per_w,fps_per_area,fps_per_w_per_area
0,SPOGA_1,MobileNet_V2,"{'element_size': 249, 'element_count': 8, 'units_count': 10, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_1', 'precision': 8, 'bitrate': 1}",28.50289657779183,8.485400000000007e-05,11784.948264077111,0.03215169141172,4143786.7481337492,4144165.654153639,19625.375759512,0.0028437444946886286,0.6004954202400532,1.4490140364881047e-07
1,SPOGA_1,ShuffleNet_V2,"{'element_size': 249, 'element_count': 8, 'units_count': 10, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_1', 'precision': 8, 'bitrate': 1}",56.24861336057738,6.465800000000011e-05,15465.990287358072,0.017645050020763,4143786.7481337492,4144059.6463059904,19625.375759512,0.003732086795889735,0.788060849222825,1.901663867037487e-07
2,SPOGA_1,ResNet50,"{'element_size': 249, 'element_count': 8, 'units_count': 10, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_1', 'precision': 8, 'bitrate': 1}",91.09716709111439,0.0006562140000000013,1523.8931202321164,0.18165732145091198,4143786.7481337492,4144063.574476148,19625.375759512,0.0003677291848556527,0.0776491181063638,1.8737434093582755e-08
3,SPOGA_1,GoogLeNet,"{'element_size': 249, 'element_count': 8, 'units_count': 10, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_1', 'precision': 8, 'bitrate': 1}",94.932081975389,0.0004103515,2436.935164121491,0.043752827219237,4143786.7481337492,4143893.3709369297,19625.375759512,0.0005880786366784585,0.12417266267833678,2.9965216660548744e-08
4,SPOGA_5,MobileNet_V2,"{'element_size': 187, 'element_count': 8, 'units_count': 12, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_5', 'precision': 8, 'bitrate': 5}",34.64898994386926,1.707040000000001e-05,58580.935420376765,0.02935630374284,3735273.749574899,3736993.4693086394,19654.129530307197,0.015675953383781135,2.980591703643928,7.97590824849729e-07
5,SPOGA_5,ShuffleNet_V2,"{'element_size': 187, 'element_count': 8, 'units_count': 12, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_5', 'precision': 8, 'bitrate': 5}",71.98033831881804,3.5603599999999986e-05,28087.047377231527,0.023421956083553,3735273.749574899,3735931.6031650854,19654.129530307197,0.007518083937467204,1.429065954506942,3.8251930343056487e-07
6,SPOGA_5,ResNet50,"{'element_size': 187, 'element_count': 8, 'units_count': 12, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_5', 'precision': 8, 'bitrate': 5}",92.97622064950389,0.0001515386000000002,6598.9787420498715,0.153354997369824,3735273.749574899,3736285.73594253,19654.129530307197,0.0017661868519767232,0.33575532978319234,8.986339737169309e-08
7,SPOGA_5,GoogLeNet,"{'element_size': 187, 'element_count': 8, 'units_count': 12, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_5', 'precision': 8, 'bitrate': 5}",97.45535102086335,0.0002576739000000003,3880.8742367775662,0.043647609656286994,3735273.749574899,3735443.1404587114,19654.129530307197,0.0010389327559945127,0.19745846443075252,5.2860787062202395e-08
8,SPOGA_10,MobileNet_V2,"{'element_size': 160, 'element_count': 8, 'units_count': 9, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_10', 'precision': 8, 'bitrate': 10}",36.748030174418886,1.0572800000000013e-05,94582.32445520569,0.03659455732224,2398449.9032979743,2401911.101591921,18776.598635772,0.0393779455003639,5.0372448327788915,2.0971820436819426e-06
9,SPOGA_10,ShuffleNet_V2,"{'element_size': 160, 'element_count': 8, 'units_count': 9, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_10', 'precision': 8, 'bitrate': 10}",73.41793026369756,2.703380000000002e-05,36990.73012303114,0.028052202108288,2398449.9032979743,2399487.5747355185,18776.598635772,0.01541609571664834,1.9700442471278434,8.210270675583681e-07
10,SPOGA_10,ResNet50,"{'element_size': 160, 'element_count': 8, 'units_count': 9, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_10', 'precision': 8, 'bitrate': 10}",94.15147201438445,0.00011216800000000026,8915.19863062547,0.196733803041024,2398449.9032979743,2400203.8242294434,18776.598635772,0.0037143506483194554,0.47480370665434535,1.9781807772378472e-07
11,SPOGA_10,GoogLeNet,"{'element_size': 160, 'element_count': 8, 'units_count': 9, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_10', 'precision': 8, 'bitrate': 10}",98.74007653893638,0.0002458251,4067.9328514460076,0.06699922319686401,2398449.9032979743,2398722.451639038,18776.598635772,0.0016958747556085133,0.21664908167638183,9.031852831841646e-08
12,DEAPCNN_1,MobileNet_V2,"{'element_size': 36, 'element_count': 36, 'units_count': 538, 'reconfig': [], 'vdp_type': 'DEAPCNN', 'name': 'DEAPCNN_1', 'precision': 4, 'bitrate': 1}",75.71610720791048,1.1800999999999977e-05,84738.58147614625,9.77062050064843,36313078.47570799,37141026.99707469,122640.94421030159,0.0022815357659016927,0.690948541058512,1.860337736791534e-08
