,name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,Total Power,area,fps_per_w,fps_per_area,fps_per_w_per_area
0,SPOGA_1,MobileNet_V2,"{'element_size': 249, 'element_count': 16, 'units_count': 10, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_1', 'precision': 8, 'bitrate': 1}",24.20184652702112,3.9362000000000014e-05,25405.213149738316,0.030716376252068002,8287572.523109749,8288352.87919562,39249.697799024005,0.0030651703082656247,0.6472715606582339,7.809411231547989e-08
1,SPOGA_1,ShuffleNet_V2,"{'element_size': 249, 'element_count': 16, 'units_count': 10, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_1', 'precision': 8, 'bitrate': 1}",54.045905281038564,3.508000000000002e-05,28506.271379703518,0.015406264538083999,8287572.523109749,8288011.698267619,39249.697799024005,0.0034394583909264954,0.7262800219677708,8.76301878434341e-08
2,SPOGA_1,ResNet50,"{'element_size': 249, 'element_count': 16, 'units_count': 10, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_1', 'precision': 8, 'bitrate': 1}",88.34502304231891,0.0003036540000000004,3293.221890704547,0.144267889356584,8287572.523109749,8288047.629281104,39249.697799024005,0.00039734591764046097,0.08390438845076757,1.0123540814888554e-08
3,SPOGA_1,GoogLeNet,"{'element_size': 249, 'element_count': 16, 'units_count': 10, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_1', 'precision': 8, 'bitrate': 1}",93.76545282088573,0.0002932395,3410.181779739769,0.034819768517049994,8287572.523109749,8287691.264849921,39249.697799024005,0.0004114754846386671,0.08688428117845451,1.0483532554711772e-08
4,SPOGA_5,MobileNet_V2,"{'element_size': 187, 'element_count': 16, 'units_count': 12, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_5', 'precision': 8, 'bitrate': 5}",30.668309219758832,8.160800000000005e-06,122537.00617586504,0.02850289215678,7470546.331360498,7474038.990432744,39307.2053406144,0.016395018320444994,3.1174184252995714,4.1709956681923524e-07
5,SPOGA_5,ShuffleNet_V2,"{'element_size': 187, 'element_count': 16, 'units_count': 12, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_5', 'precision': 8, 'bitrate': 5}",68.23706084495976,2.284000000000002e-05,43782.83712784585,0.01911939409831,7470546.331360498,7471383.432678288,39307.2053406144,0.005860070965752978,1.1138628846403125,1.4908388716452517e-07
6,SPOGA_5,ResNet50,"{'element_size': 187, 'element_count': 16, 'units_count': 12, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_5', 'precision': 8, 'bitrate': 5}",91.39203916809431,9.531040000000009e-05,10492.034447447488,0.13032885366757602,7470546.331360498,7471913.746182675,39307.2053406144,0.0014041964085583513,0.26692394833286537,3.5723638869524445e-08
7,SPOGA_5,GoogLeNet,"{'element_size': 187, 'element_count': 16, 'units_count': 12, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_5', 'precision': 8, 'bitrate': 5}",96.99204811746115,0.00023586830000000005,4239.6540781444555,0.03723295399885701,7470546.331360498,7470704.1862057615,39307.2053406144,0.0005675039423957838,0.10785946345984075,1.4437656848868039e-08
8,SPOGA_10,MobileNet_V2,"{'element_size': 160, 'element_count': 16, 'units_count': 9, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_10', 'precision': 8, 'bitrate': 10}",32.93935684934089,4.993600000000002e-06,200256.32809996788,0.03522326751808,4796898.930753973,4803952.612970827,37552.143551544,0.0416857417700727,5.332753583696133,1.1100762254185283e-06
9,SPOGA_10,ShuffleNet_V2,"{'element_size': 160, 'element_count': 16, 'units_count': 9, 'reconfig': [], 'vdp_type': 'SPOGA', 'name': 'SPOGA_10', 'precision': 8, 'bitrate': 10}",70.55926114904801,2.0526799999999995e-05,48716.79950113998,0.025545963867072,4796898.930753973,4798143.448353749,37552.143551544,0.010153260323605957,1.2973107496319456,2.7037764993813495e-07
