,name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area
0,DEAPCNN_1,MobileNet_V2,"[{'element_size': 36, 'element_count': 36, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'DEAPCNN_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1}]",75.71610720791048,1.3584999999999976e-05,73610.59992638954,33.32028580904832,4.547220000000001,0.030011691730047793,3257.8013406599994,9.21225347766838e-06
1,DEAPCNN_1,ShuffleNet_V2,"[{'element_size': 36, 'element_count': 36, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'DEAPCNN_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1}]",94.47844274081827,4.752099999999999e-05,21043.32821279014,60.12343208255237,4.547220000000001,0.01663239058874074,3257.8013406599994,5.105403568092086e-06
2,DEAPCNN_1,ResNet50,"[{'element_size': 36, 'element_count': 36, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'DEAPCNN_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1}]",100.0,0.0006706800000000014,1491.024035307446,564.3885141498774,4.547220000000001,0.0017718195380640104,3257.8013406599994,5.438697307752525e-07
3,DEAPCNN_1,GoogLeNet,"[{'element_size': 36, 'element_count': 36, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'DEAPCNN_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1}]",100.0,0.0004091344999999997,2444.18400306012,179.55482497035163,4.547220000000001,0.0055692718864826015,3257.8013406599994,1.7095185691569273e-06
4,DEAPCNN_5,MobileNet_V2,"[{'element_size': 17, 'element_count': 17, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'DEAPCNN_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5}]",96.35592422044303,2.1206000000000027e-05,47156.46515137219,52.40938752521388,4.547220000000001,0.01908051605480558,2983.1918921899996,6.396006943019118e-06
5,DEAPCNN_5,ShuffleNet_V2,"[{'element_size': 17, 'element_count': 17, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'DEAPCNN_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5}]",99.06654838846804,6.15850000000001e-05,16237.720224080515,78.84159595236326,4.547220000000001,0.012683614987674384,2983.1918921899996,4.251692631935647e-06
6,DEAPCNN_5,ResNet50,"[{'element_size': 17, 'element_count': 17, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'DEAPCNN_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5}]",100.0,0.0005799593999999974,1724.25862913853,572.5324621642615,4.547220000000001,0.0017466178075460916,2983.1918921899996,5.854862411361265e-07
7,DEAPCNN_5,GoogLeNet,"[{'element_size': 17, 'element_count': 17, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'DEAPCNN_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5}]",100.0,0.00040194749999999875,2487.887099683424,229.98008736814492,4.547220000000001,0.004348167983180903,2983.1918921899996,1.4575555781592236e-06
8,DEAPCNN_10,MobileNet_V2,"[{'element_size': 12, 'element_count': 12, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'DEAPCNN_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10}]",98.57106794722446,2.0013500000000116e-05,49966.27276588274,48.73866125480755,4.547220000000001,0.020517554381639224,205.89579174,9.965018812792576e-05
9,DEAPCNN_10,ShuffleNet_V2,"[{'element_size': 12, 'element_count': 12, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'DEAPCNN_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10}]",99.69936400307763,5.5990900000000135e-05,17860.045114473916,94.11243576408388,4.547220000000001,0.010625559593506069,205.89579174,5.1606492312012656e-05
